"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1983,"Annual","Marketing year Jun-May","Million acres","9.7210"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1984,"Annual","Marketing year Jun-May","Million acres","11.2180"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1985,"Annual","Marketing year Jun-May","Million acres","11.5910"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1986,"Annual","Marketing year Jun-May","Million acres","11.9740"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1987,"Annual","Marketing year Jun-May","Million acres","9.9570"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1988,"Annual","Marketing year Jun-May","Million acres","7.6360"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1989,"Annual","Marketing year Jun-May","Million acres","8.3130"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1990,"Annual","Marketing year Jun-May","Million acres","7.5290"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1991,"Annual","Marketing year Jun-May","Million acres","8.4130"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1992,"Annual","Marketing year Jun-May","Million acres","7.2850"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1993,"Annual","Marketing year Jun-May","Million acres","6.7530"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1994,"Annual","Marketing year Jun-May","Million acres","6.6670"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1995,"Annual","Marketing year Jun-May","Million acres","6.2790"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1996,"Annual","Marketing year Jun-May","Million acres","6.7070"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1997,"Annual","Marketing year Jun-May","Million acres","6.1980"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1998,"Annual","Marketing year Jun-May","Million acres","5.8540"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",1999,"Annual","Marketing year Jun-May","Million acres","4.5730"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2000,"Annual","Marketing year Jun-May","Million acres","5.2000"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2001,"Annual","Marketing year Jun-May","Million acres","4.2730"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2002,"Annual","Marketing year Jun-May","Million acres","4.1230"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2003,"Annual","Marketing year Jun-May","Million acres","4.7270"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2004,"Annual","Marketing year Jun-May","Million acres","4.0210"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2005,"Annual","Marketing year Jun-May","Million acres","3.2690"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2006,"Annual","Marketing year Jun-May","Million acres","2.9510"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2007,"Annual","Marketing year Jun-May","Million acres","3.5020"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2008,"Annual","Marketing year Jun-May","Million acres","3.7750"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2009,"Annual","Marketing year Jun-May","Million acres","3.1140"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2010,"Annual","Marketing year Jun-May","Million acres","2.4650"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2011,"Annual","Marketing year Jun-May","Million acres","2.2410"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2012,"Annual","Marketing year Jun-May","Million acres","3.2740"
"U.S. Acreage, production, yield, and farm price","Table 1--Corn, sorghum, barley, and oats: Planted acreage, harvested acreage, production, yield, and price received by farmers","Barley","Barley","Area harvested for grain","United States",2013,"Annual","Marketing year Jun-May","Million acres","3.0400"
